start,end,distance,speed limit
2534921875,2534921880,38.555,59.3
2534921875,2534921871,101.412,59.3
2534921875,4413521096,35.878,46.4
2534921875,1122468008,42.379,46.4
2534921877,2534921878,85.905,59.3
2534921877,2534921880,24.492,59.3
2534921878,3355751850,35.298,46.4
2534921878,2534921877,85.905,59.3
2534921880,2534921875,38.555,59.3
2534921880,2534921877,24.492,59.3
2560226750,1151193544,62.633,49.3
2560226750,1084310110,110.107,49.3
2560226773,4419508167,37.002,46.4
2560226790,3356050884,41.188,59.3
2560226790,1156712541,25.307,59.3
2560226807,2383000422,10.87,59.3
2560226807,1084310451,52.365,59.3
2560862498,1079387417,86.987,46.4
2560862498,1079387349,41.906,46.4
2560862964,2337130078,81.83,46.4
2560862964,1079387328,18.928,46.4
2560862965,1079387223,8.777,46.4
2560865294,2384487543,4.323,46.4
2560865294,3481497850,34.81,46.4
2578036740,1076646363,20.006,59.3
2578036740,2578036743,31.716,59.3
2578036743,2578036740,31.716,59.3
2578036743,1076646602,30.778,59.3
2578036746,1076646602,25.803,59.3
2578036746,1076646284,21.419,59.3
2578036749,1076646284,4.483,59.3
2578036749,2578036755,5.124,59.3
2578036755,2578036749,5.124,59.3
2578036755,2578036760,6.207,59.3
2578036757,2578036760,6.615,59.3
2578036757,1076646298,9.212,59.3
2578036760,2578036755,6.207,59.3
2578036760,2578036757,6.615,59.3
2578036768,2578036770,4.37,59.3
2578036768,1523225198,5.195,59.3
2578036770,1523225264,3.533,59.3
2578036770,2578036768,4.37,59.3
2578036793,2578036798,14.481,59.3
2578036793,2903296142,5.107,59.3
2578036796,2903296142,6.762,59.3
2578036796,321706325,4.456,59.3
2578036796,2578036803,8.534,59.3
2578036798,2903295531,10.612,59.3
2578036798,2578036800,34.604,59.3
2578036798,2578036793,14.481,59.3
2578036800,2578036805,24.774,59.3
2578036800,2578036798,34.604,59.3
2578036803,321706326,16.649,59.3
2578036805,2578036807,10.861,59.3
2578036805,2578036800,24.774,59.3
2578036807,2578036811,7.767,59.3
2578036807,2578036805,10.861,59.3
2578036809,2578036814,11.263,59.3
2578036809,2903295531,9.471,59.3
2578036811,2578036816,10.82,59.3
2578036811,2578036807,7.767,59.3
2578036814,2578036818,16.119,59.3
2578036814,2578036809,11.263,59.3
2578036816,2578036822,52.337,59.3
2578036816,2578036811,10.82,59.3
2578036818,2578036825,31.411,59.3
2578036818,2578036814,16.119,59.3
2578036818,2578036822,71.632,59.3
2578036820,321706327,46.394,59.3
2578036822,2578036838,17.075,59.3
2578036822,2578036829,20.938,59.3
2578036822,2578036818,71.632,59.3
2578036822,2578036827,22.439,59.3
2578036822,2578036816,52.337,59.3
2578036825,2578036829,19.354,59.3
2578036825,2578036818,31.411,59.3
2578036827,2578036831,15.778,59.3
2578036827,2578036822,22.439,59.3
2578036829,2578036822,20.938,59.3
2578036829,2578036825,19.354,59.3
2578036831,2578036835,17.824,59.3
2578036831,2578036827,15.778,59.3
2578036835,2578036842,10.392,59.3
2578036835,2578036831,17.824,59.3
2578036838,2578036840,7.81,59.3
2578036838,2578036822,17.075,59.3
2578036840,2578036842,10.142,59.3
2578036840,2578036838,7.81,59.3
2578036842,2578036840,10.142,59.3
2578036842,2578036844,9.373,59.3
2578036842,2578036835,10.392,59.3
2578036844,2578036846,13.827,59.3
2578036844,2578036842,9.373,59.3
2578036846,2578036852,11.738,59.3
2578036846,2578036844,13.827,59.3
2578036852,2578036854,11.468,59.3
2578036852,2578036846,11.738,59.3
2578036854,2578036858,11.289,59.3
2578036854,2578036852,11.468,59.3
2578036858,2578036863,12.63,59.3
2578036858,2578036854,11.289,59.3
2578036863,2578036858,12.63,59.3
2578036863,321706330,17.914,59.3
2578036865,2578036869,12.275,59.3
2578036865,321706330,15.473,59.3
2578036869,321706331,10.198,59.3
2578036869,2578036865,12.275,59.3
2578036873,321706332,11.908,59.3
2578036873,321706331,10.173,59.3
2578046872,2578046882,20.695,59.3
2578046874,1076646399,31.541,59.3
2578046876,2578046880,3.009,59.3
2578046876,2578046878,3.201,59.3
2578046878,2578046876,3.201,59.3
2578046878,2578046887,80.559,59.3
2578046880,2578046884,2.962,59.3
2578046880,2578046876,3.009,59.3
2578046882,2578046872,20.695,59.3
2578046882,1737163547,32.514,49.3
2578046882,1076646399,28.879,49.3
2578046884,2578046886,28.66,59.3
2578046884,2578046880,2.962,59.3
2578046886,2578046884,28.66,59.3
2578046886,1076646399,30.283,49.3
2578046886,1076646182,94.044,49.3
2578046887,2578046878,80.559,59.3
2578046887,2578046889,3.447,59.3
2578046889,2578046887,3.447,59.3
2578046889,2578046891,4.685,59.3
2578046891,2578046889,4.685,59.3
2578046891,2578046893,4.715,59.3
2578046893,2578046891,4.715,59.3
2578046893,1076646182,25.691,59.3
2578046895,2578046899,29.748,59.3
2578046899,2578046895,29.748,59.3
2578046899,1076646182,35.048,49.3
2578046899,1553523753,14.313,49.3
2593487342,1553457230,15.637,46.4
2593487342,7720463872,16.37,46.4
2593487343,7720463872,14.915,46.4
2593487343,1553457200,31.461,46.4
2600512298,4973553173,57.284,46.4
2600512298,1151731165,43.543,46.4
2600512298,4421593060,40.982,46.4
2600512299,1151731439,53.904,46.4
2600512299,1151731680,67.678,46.4
2600512299,4421593060,38.89,46.4
2600512300,3229329963,8.977,46.4
2600512300,2600512306,56.015,46.4
2600512301,6333873696,2.362,59.3
2600512301,1307159277,22.282,59.3
2600512303,6333873698,10.044,59.3
2600512303,1151731322,151.855,49.3
2600512303,3485300283,44.991,49.3
2600512306,2600512300,56.015,46.4
2600512306,2600512310,22.467,46.4
2600512310,2600512306,22.467,46.4
2600512310,2600512315,30.693,46.4
2600512315,2600512310,30.693,46.4
2600512315,2600512316,15.612,46.4
2600512316,2600512315,15.612,46.4
2600512316,2600512317,19.618,46.4
2600512316,313164160,88.657,49.3
2600512316,6333873695,25.94,49.3
2600512317,2600512316,19.618,46.4
2600512317,2600512318,16.266,46.4
2600512318,2600512317,16.266,46.4
2600512318,2600512322,16.886,46.4
2600512320,4421594530,99.578,46.4
2600512320,313164160,30.309,46.4
2600512320,2600512321,32.886,46.4
2600512321,2600512320,32.886,46.4
2600512321,2600512327,26.188,46.4
2600512322,2600512318,16.886,46.4
2600512322,2600512329,15.851,46.4
2600512323,6333865579,65.355,49.3
2600512323,321706398,22.82,49.3
2600512323,2600512325,13.931,46.4
2600512324,2600512328,15.979,46.4
2600512324,2600512325,20.905,46.4
2600512325,2600512324,20.905,46.4
2600512325,2600512323,13.931,46.4
2600512327,2600512321,26.188,46.4
2600512327,2600512333,17.818,46.4
2600512328,2600512334,13.036,46.4
2600512328,2600512324,15.979,46.4
2600512329,2600512333,26.93,46.4
2600512329,2600512330,20.784,46.4
2600512329,2600512322,15.851,46.4
2600512330,2600512329,20.784,46.4
2600512330,2600512335,20.83,46.4
2600512333,4421616610,49.591,46.4
2600512333,2600512329,26.93,46.4
2600512333,2600512327,17.818,46.4
2600512334,2600512335,16.687,46.4
2600512334,2600512328,13.036,46.4
2600512335,2600512330,20.83,46.4
2600512335,2600512334,16.687,46.4
2600512340,4421616611,3.702,46.4
2600512340,4421616610,24.878,46.4
2600512341,4421616614,3.33,46.4
2600512341,4421616613,4.075,46.4
2600512342,4421616617,6.216,46.4
2600512342,4421616616,3.935,46.4
2600512343,2600512345,18.057,46.4
2600512343,4421616619,8.247,46.4
2600512345,4421616620,4.09,46.4
2600512345,2600512343,18.057,46.4
2604132840,1512806467,25.0,49.3
2606023503,2905602261,85.921,49.3
2606023505,26069822,55.067,49.3
2606055790,311783991,11.461,49.3
2606055790,2009106704,79.687,50.0
2606055790,3012148589,6.174,49.3
2606055796,3012148589,49.006,49.3
2606055796,6485157137,9.915,49.3
2607494541,331638829,10.681,49.3
2607494542,331638832,18.919,49.3
2607494543,331638836,8.988,49.3
2607494544,331638820,10.838,49.3
2607494545,331638821,8.328,49.3
2607494546,331638827,5.923,49.3
2607494547,331638828,8.932,49.3
2612147257,4383459657,10.268,59.3
2612147258,1553541260,8.496,59.3
2612147258,1553541131,4.131,59.3
2612147259,2612147268,80.139,50.0
2612147260,2612147257,23.466,46.4
2612147261,2612147266,37.84,46.4
2612147263,4419503995,40.865,50.0
2612147265,2612147279,96.255,50.0
2612147266,2612147272,41.632,46.4
2612147267,2612147260,47.147,46.4
2612147268,2612147276,78.641,50.0
2612147272,2612147277,36.441,46.4
2612147273,2612147263,77.973,50.0
2612147275,2612147267,57.962,46.4
2612147276,2612147286,59.483,50.0
2612147277,2612147282,39.456,46.4
2612147279,2612147287,78.244,50.0
2612147280,2612147273,48.854,50.0
2612147281,2612147275,41.264,46.4
2612147282,2612147283,24.553,46.4
2612147283,2612147286,8.52,46.4
2612147284,2612147281,35.763,46.4
2612147286,2612147289,42.577,50.0
2612147287,26069801,85.658,50.0
2612147288,2612147284,35.788,46.4
2612147289,2612147294,54.279,50.0
2612147293,2612147288,60.619,46.4
2612147293,3340172732,16.904,46.4
2612147294,2612147298,17.703,46.4
2612147294,2612147299,51.116,50.0
2612147295,2612147293,9.503,46.4
2612147295,441675607,41.884,50.0
2612147297,3340172732,29.05,50.0
2612147298,2612147300,45.553,46.4
2612147299,2612147306,32.98,50.0
2612147300,2612147305,34.252,46.4
2612147301,2612147297,55.323,50.0
2612147303,441675606,50.703,50.0
2612147304,2612147303,25.654,90.0
2612147305,2612147313,68.914,46.4
2612147306,2612147309,25.128,50.0
2612147308,2612147301,48.43,50.0
2612147309,2612147315,48.372,50.0
2612147310,2612147304,30.59,90.0
2612147312,2612147303,58.414,50.0
2612147313,1553541184,28.805,46.4
2612147314,4413547928,45.135,50.0
2612147315,2612147325,82.775,50.0
2612147316,2612147308,42.018,50.0
2612147317,2612147310,34.477,90.0
2612147320,3669625019,47.718,90.0
2612147322,2612147316,53.21,50.0
2612147323,4413547929,23.992,90.0
2612147325,441675650,119.622,50.0
2612147326,2612147322,60.958,50.0
2612147327,2612147326,30.262,50.0
2612147327,441675605,48.347,50.0
2612147332,1151731514,13.65,90.0
2612147333,4413547955,17.424,90.0
2612147334,4413547961,11.257,90.0
2612147335,2612147334,24.976,90.0
2612147336,3331477036,17.994,90.0
2612147338,26069796,26.705,90.0
2612147339,1188790107,19.966,90.0
2612147342,4413547981,43.175,90.0
2612147344,4413547982,19.052,90.0
2612147349,1151731579,49.274,90.0
2612147350,4413559955,50.046,90.0
2612147350,4413559957,28.909,90.0
2617189617,4421632706,16.286,59.3
2617189617,1514959456,29.226,59.3
2617452439,2773378688,37.397,59.3
2617452439,5843792903,56.883,59.3
2617655246,7462484381,14.33,50.0
2617655301,4442281886,41.372,46.4
2617655301,2270099666,4.328,46.4
2617871629,2773378673,53.489,59.3
2617871629,2773378646,105.013,59.3
2617871629,2773378679,21.28,59.3
2617871632,2270099708,23.5,59.3
2617871632,2773378679,50.639,59.3
2617871843,441709106,103.689,50.0
2617871843,441709049,8.106,50.0
2620468215,4153548985,65.361,50.0
2620468215,2620468216,30.66,46.4
2620468216,2620468217,52.716,46.4
2620468216,2620468215,30.66,46.4
2620468217,2620468220,13.488,46.4
2620468217,2620468216,52.716,46.4
2620468218,2621319732,30.563,46.4
2620468218,2620468220,28.19,46.4
2620468219,2621319732,111.592,46.4
2620468219,3063641210,36.143,46.4
2620468220,2620468218,28.19,46.4
2620468220,2620468217,13.488,46.4
2620468220,2621319730,14.848,46.4
2620468221,2621319724,12.581,46.4
2620468221,2621319726,11.921,46.4
2620468221,2621331147,10.509,46.4
2620469342,2621319725,10.62,46.4
2620845771,2621331154,2.646,46.4
2620845771,2620850075,13.673,46.4
2620845771,2620850077,4.55,46.4
2620850061,2620468215,32.339,50.0
2620850061,2620850064,13.123,46.4
2620850064,2620850066,6.806,46.4
2620850064,2620850061,13.123,46.4
2620850066,2620850069,15.822,46.4
2620850066,2620850064,6.806,46.4
2620850069,2620850071,16.686,46.4
2620850069,2620850066,15.822,46.4
2620850071,2620850073,20.611,46.4
2620850071,2620850069,16.686,46.4
2620850073,2620850075,21.186,46.4
2620850073,2620850071,20.611,46.4
2620850075,2620845771,13.673,46.4
2620850075,2620850073,21.186,46.4
2620850077,2620850079,6.167,46.4
2620850077,2620845771,4.55,46.4
2620850079,2620850081,8.5,46.4
2620850079,2620850077,6.167,46.4
2620850081,4611179253,3.31,46.4
2620850081,2620850079,8.5,46.4
2620850083,2620850085,8.853,46.4
2620850083,4611179253,2.404,46.4
2620850085,2620850087,17.338,46.4
2620850085,2620850083,8.853,46.4
2620850087,2620850089,19.312,46.4
2620850087,2620850085,17.338,46.4
2620850089,2621331146,25.809,46.4
2620850089,2620850087,19.312,46.4
2620850091,2621331146,12.371,46.4
2620850095,4611179261,32.227,46.4
2620850095,5578610009,44.872,46.4
2621319722,2621319725,10.67,46.4
2621319722,2621319724,9.252,46.4
2621319724,2621319722,9.252,46.4
2621319724,2620468221,12.581,46.4
2621319725,2620469342,10.62,46.4
2621319725,2621319722,10.67,46.4
2621319726,2620468221,11.921,46.4
2621319726,2621319727,7.549,46.4
2621319727,2621319726,7.549,46.4
2621319727,2621319728,21.925,46.4
2621319728,2621319727,21.925,46.4
2621319728,2621319729,30.469,46.4
2621319729,2621319728,30.469,46.4
2621319729,2621319730,12.644,46.4
2621319730,2621319729,12.644,46.4
2621319730,2620468220,14.848,46.4
2621319732,2620468219,111.592,46.4
2621319732,2620468218,30.563,46.4
2621331146,2620850091,12.371,46.4
2621331146,2620850089,25.809,46.4
2621331147,2621331148,9.176,46.4
2621331147,2620468221,10.509,46.4
2621331148,2621331149,2.962,46.4
2621331148,2621331147,9.176,46.4
2621331149,2621331151,10.74,46.4
2621331149,2621331148,2.962,46.4
2621331150,2621331151,10.31,46.4
2621331151,2621331150,10.31,46.4
2621331151,2621331149,10.74,46.4
2621331152,2621331155,5.45,46.4
2621331154,2621331155,11.07,46.4
2621331154,2620845771,2.646,46.4
2621331155,2621331152,5.45,46.4
2621331155,2621331154,11.07,46.4
2624965726,7224393854,5.684,59.3
2624965726,1523225313,10.434,59.3
2625226908,7224448692,39.758,50.0
2625226936,2625226908,65.845,50.0
2625226958,321706137,70.174,49.3
2625226958,2348039030,26.214,49.3
2625683947,1404603350,13.591,59.3
2625683948,2625683947,9.862,59.3
2625683949,2625683948,9.734,59.3
2625683951,2625683949,11.855,59.3
2625683952,2625683951,24.025,59.3
2625683954,1747620912,53.064,49.3
2625683956,4419503584,30.023,59.3
2625683963,1747621095,72.754,59.3
2625683964,314947109,159.337,59.3
2626014457,2485105329,14.753,46.4
2626014457,2485105332,16.018,46.4
2626014458,2626014459,113.704,46.4
2626014458,4421721231,36.679,46.4
2626014459,2626014460,56.381,46.4
2626014459,2626014458,113.704,46.4
2626014460,1747621104,56.424,46.4
2626014460,2626014459,56.381,46.4
2626014461,1747621103,14.309,46.4
2626014461,1747621104,12.247,46.4
2626014465,4398474357,82.257,46.4
2626014465,4421640953,65.953,46.4
2626014475,2626014479,37.984,46.4
2626014475,3615165891,10.562,46.4
2626014479,2626014481,87.773,46.4
2626014479,2626014475,37.984,46.4
2626014479,3659672751,59.882,46.4
2626014481,2626014479,87.773,46.4
2626014481,1747621115,59.75,49.3
2626014481,3659672752,82.591,49.3
2626014485,665074302,37.179,46.4
2626014485,4421576988,46.766,46.4
2626123939,1859239459,12.323,59.3
2626123943,1859239455,14.292,59.3
2626123947,4421797291,17.755,59.3
2626124054,1737256476,32.272,46.4
2626124406,7488390643,9.835,49.3
2626124406,7488390676,3.244,49.3
2626385800,2626385801,18.329,46.4
2626385801,325668327,27.736,46.4
2626385805,1307159515,70.867,46.4
2626385805,2626385806,49.922,46.4
2626385806,2626385805,49.922,46.4
2626385806,2270099669,115.741,46.4
2626385826,2968360082,37.398,50.0
2626385826,4421568680,31.293,50.0
2626385826,2877225055,67.124,50.0
2626385834,4421568681,57.654,50.0
2626385834,26069904,35.145,50.0
2626385834,26069905,9.721,50.0
2626385843,2626385852,46.081,50.0
2626385843,2968360088,2.718,50.0
2626385852,4445994207,0.38,50.0
2626385852,2626385843,46.081,50.0
2626385853,2877167949,37.54,46.4
2626385853,1723026423,81.651,46.4
2626385853,2968360086,71.896,46.4
2626385902,2626385906,16.608,46.4
2626385902,1747621104,82.925,46.4
2626385906,2626385917,42.66,46.4
2626385906,2626385902,16.608,46.4
2626385917,4421639931,10.908,46.4
2626385917,2626385906,42.66,46.4
2626385927,2626385932,12.935,59.3
2626385927,4421639931,10.055,46.4
2626385932,2626385927,12.935,59.3
2626385963,4421631884,71.338,46.4
2626385963,8002619548,76.377,46.4
2626912593,665074287,18.25,46.4
2626912593,4973553184,20.382,46.4
2626912594,7281980186,44.267,46.4
2626912594,2270099663,5.159,46.4
2626912597,2270099663,5.131,46.4
2626912597,2626912604,13.779,46.4
2626912604,2626912597,13.779,46.4
2626912604,5445370023,22.253,46.4
2626912626,1553541390,6.847,46.4
2626912626,2626912627,11.412,46.4
2626912627,2626912626,11.412,46.4
2626912627,1553541399,9.57,46.4
2626912628,1553541416,8.822,46.4
2626912628,1553541415,7.675,46.4
2626912629,4421667263,32.018,46.4
2626912629,4448346623,6.25,46.4
2626912630,665074291,6.622,46.4
2626912630,2270233777,113.103,46.4
2626912634,1755241758,12.228,46.4
2626912634,1755241756,13.047,46.4
2626912638,2270233786,21.209,46.4
2626912638,2270233784,23.363,46.4
2626912643,2270233789,16.868,46.4
2626912643,2270233787,18.795,46.4
2626912644,1755241777,162.773,59.3
2626912645,2626912646,7.442,46.4
2626912645,1755241761,9.643,46.4
2626912646,2626912647,8.601,46.4
2626912646,2626912645,7.442,46.4
2626912647,1755241768,11.834,46.4
2626912647,2626912646,8.601,46.4
2626912648,2626912649,8.993,46.4
2626912648,1755241768,11.934,46.4
2626912649,1755241771,14.748,46.4
2626912649,2626912648,8.993,46.4
2626912650,5267860660,15.665,46.4
2626912650,1755241777,10.627,59.3
2627037347,2625226936,119.828,50.0
2627285211,2228636055,10.652,59.3
2627285211,8263963822,15.605,59.3
2627285230,2228629645,5.742,59.3
2627285230,2228633270,5.858,59.3
2627285231,2228633270,5.855,59.3
2627285231,2228623644,5.859,59.3
2627285237,2228629639,5.864,59.3
2627285237,2228629645,5.998,59.3
2627285238,2228623644,5.855,59.3
2627285238,2228629639,5.862,59.3
2627285261,2211118446,5.6,59.3
2627285262,2627285268,23.356,59.3
2627285267,2717245782,32.645,46.4
2627285267,2717245784,53.176,46.4
2627285268,2211118449,7.433,59.3
2627285275,2717245782,34.892,46.4
2627285275,2717245785,52.928,46.4
2627285278,2717245784,12.457,46.4
2627285278,4096409455,81.419,49.3
2627285278,5572686623,32.539,49.3
2627285284,2228596551,115.027,59.3
2627360694,3089185920,13.608,59.3
2627360694,2627360697,30.809,59.3
2627360697,2627360694,30.809,59.3
2627360697,4432478657,46.664,59.3
2627360712,4432478657,51.277,59.3
2627360712,3043276534,91.619,59.3
2627360729,3043276534,51.811,59.3
2627360729,3024527954,272.26,59.3
2627360740,4421531549,28.394,59.3
2627360740,2627360741,55.247,59.3
2627360741,1756262907,15.523,46.4
2627360741,420456515,26.739,46.4
2627360741,2627360740,55.247,59.3
2627360762,410456348,11.047,46.4
2627360762,4096409455,165.586,46.4
2627360814,2627360816,17.318,59.3
2627360814,2627360818,32.586,59.3
2627360816,2627360837,40.079,59.3
2627360816,2627360814,17.318,59.3
2627360818,2627360814,32.586,59.3
2627360818,4448378136,21.72,59.3
2627360832,1964054287,84.848,49.3
2627360832,1964054291,7.911,49.3
2627360832,2627360839,14.74,59.3
2627360837,2627360864,116.284,59.3
2627360837,2627360816,40.079,59.3
2627360839,2627360832,14.74,59.3
2627360839,2270099647,18.917,59.3
2627360839,2270099646,13.332,59.3
2627360864,6437941615,28.351,59.3
2627360864,2627360837,116.284,59.3
2627360875,2627360887,19.202,59.3
2627360875,6437941615,12.001,59.3
2627360887,1099409230,15.85,59.3
2627360887,2627360875,19.202,59.3
2627476348,2627476354,110.918,46.4
2627476348,2627476350,42.521,46.4
2627476350,2627476353,44.515,46.4
2627476350,2627476348,42.521,46.4
2627476353,2627476356,88.618,46.4
2627476353,1964054262,9.842,46.4
2627476353,2627476350,44.515,46.4
2627476354,2627476348,110.918,46.4
2627476354,2627476355,23.691,46.4
2627476355,2627476354,23.691,46.4
2627476355,8263963817,1.856,46.4
2627476356,8263963817,6.733,46.4
2627476356,426882161,67.398,46.4
2627476356,2627476353,88.618,46.4
2627476408,4421598136,15.29,59.3
2627476408,2270099640,10.28,59.3
2627476408,2627476411,14.408,59.3
2627476411,2627476408,14.408,59.3
2627476411,2627476413,16.706,59.3
2627476413,2627476411,16.706,59.3
2627476413,2627476414,8.753,59.3
2627476414,1099409358,63.791,59.3
2627476414,1099409475,62.644,59.3
2627476414,2627476413,8.753,59.3
2627476417,415647757,155.956,50.0
2627476417,1099409358,53.041,46.4
2627922765,1370835710,25.158,49.3
2627922765,4413453016,33.433,49.3
2627922769,4413453016,33.718,49.3
2627922769,924213382,28.586,49.3
2627922771,2627922773,28.408,49.3
2627922772,1985391129,95.526,49.3
2627922773,2627922772,30.649,49.3
2627922773,2627922774,32.678,49.3
2627922774,4446306570,25.19,49.3
2627922774,2627922773,32.678,49.3
2627922794,2627922795,19.306,59.3
2627922794,2627922796,14.019,59.3
2627922795,2627922798,7.733,59.3
2627922795,2627922794,19.306,59.3
2627922796,2627922794,14.019,59.3
2627922796,2178222018,71.574,59.3
2627922798,4401772724,17.869,59.3
2627922798,2627922795,7.733,59.3
2627922799,2772961388,91.702,59.3
2627922799,1076646374,18.79,59.3
2627922861,2773240572,38.667,59.3
2627922861,2627922894,125.375,59.3
2627922880,1076646156,144.557,59.3
2627922880,2627922891,57.941,59.3
2627922891,2627922880,57.941,59.3
2627922891,2990473165,25.641,59.3
2627922894,2627922861,125.375,59.3
2627922894,2772861037,46.799,59.3
2627922908,4421774484,46.397,59.3
2627922908,1084310717,77.908,59.3
2627922910,2772861037,13.255,59.3
2627922910,665074280,8.956,59.3
2627922917,665074280,65.79,59.3
2627922917,2627922922,10.065,59.3
2627922922,2627922917,10.065,59.3
2627922922,2627922949,153.116,59.3
2627922949,2627922922,153.116,59.3
2627922949,665074279,20.635,59.3
2628010754,1101582778,46.76,59.3
2628010754,1101582165,20.332,59.3
2628010826,1554230225,29.975,46.4
2628010826,1987064863,41.814,46.4
2628010851,361552960,16.134,59.3
2628010851,1101582347,39.589,59.3
2628010869,361552964,31.718,59.3
2628010869,361552960,3.643,59.3
2628011042,1554230272,47.568,49.3
2628482167,1101582285,19.969,59.3
2628482167,1101582671,17.371,59.3
2628529103,2271410271,55.503,46.4
2628529103,2270173266,71.965,46.4
2628540297,321706311,13.331,46.4
2628540297,1721819423,128.151,46.4
2628540300,2628540302,39.322,46.4
2628540300,321706311,19.174,46.4
2628540302,429592652,56.655,46.4
2628540302,2628540300,39.322,46.4
2630761950,2385316008,21.513,49.3
2630761950,321706395,50.395,49.3
2630761964,321706395,124.295,49.3
2630761964,2136829829,33.438,49.3
2630762006,3355707768,16.798,49.3
2630762006,1188790294,24.891,50.0
2630762006,2385316021,272.525,49.3
2630764811,1079387274,170.59,50.0
2630764824,2630764811,17.16,50.0
2630768202,2630768215,36.498,59.3
2630768202,1103039778,32.249,59.3
2630768206,1127494301,86.605,49.3
2630768208,2630768215,19.583,59.3
2630768208,2905752629,47.059,49.3
2630768208,2905752624,30.543,49.3
2630768209,2630768214,20.739,59.3
2630768209,2630769411,27.868,59.3
2630768209,1103039706,31.669,59.3
2630768209,1103039602,1.7,59.3
2630768210,1079387236,37.206,59.3
2630768210,2630768229,17.58,59.3
2630768214,2630768229,11.113,59.3
2630768214,2630768209,20.739,59.3
2630768214,4421575035,30.122,59.3
2630768214,1103039611,9.682,59.3
2630768215,2630768208,19.583,59.3
2630768215,2630768202,36.498,59.3
2630768229,2630768210,17.58,59.3
2630768229,2630768214,11.113,59.3
2630769401,2630769407,32.203,59.3
2630769401,7721501222,26.668,49.3
2630769401,7721501220,76.398,49.3
2630769407,2630769413,31.845,59.3
2630769407,2630769401,32.203,59.3
2630769411,2630768209,27.868,59.3
2630769411,2630769412,31.689,59.3
2630769412,2630769411,31.689,59.3
2630769412,1103039634,19.129,59.3
2630769413,1103039634,25.769,59.3
2630769413,2630769407,31.845,59.3
2630771873,1307159388,104.245,49.3
2630771873,1307159555,24.484,49.3
2630771876,2309748769,65.941,50.0
2630771876,2399106397,35.966,50.0
2630780142,556220618,53.645,46.4
2630780142,1101582480,116.886,46.4
2631338128,1984416740,6.405,49.3
2633675336,441709028,5.53,50.0
2633675336,441708941,176.267,50.0
2633675337,1307159577,29.664,50.0
2633675337,26069905,126.287,50.0
2633675380,441708995,81.764,46.4
2633675380,3335321862,71.724,46.4
2633675386,7798135085,80.938,49.3
2633675386,3335321869,81.409,49.3
2658717981,1736375437,9.285,46.4
2658717981,4421796480,17.003,46.4
2658717987,1070862800,41.088,46.4
2658717987,5365901202,8.85,46.4
2661456111,4421623987,4.149,46.4
2661456111,3659672751,19.964,46.4
2661456112,2661456115,58.046,46.4
2661456112,4421623987,3.746,46.4
2661456115,4421623992,17.485,46.4
2661456115,2661456112,58.046,46.4
2661456116,4421623992,5.815,46.4
2661456116,4421623997,18.781,46.4
2661456118,4421623997,12.797,46.4
2661456118,4421629024,16.352,46.4
2661456119,4421629025,23.992,46.4
2661456119,4421629024,21.037,46.4
2661456120,2661456121,38.003,46.4
2661456120,4421629025,27.08,46.4
2661456121,4421624006,19.142,46.4
2661456121,2661456120,38.003,46.4
2661456123,4421629026,27.733,46.4
2661456123,4421624006,11.337,46.4
2661456124,4421629028,18.407,46.4
2661456124,4421629027,19.998,46.4
2661456126,2661456129,62.464,46.4
2661456126,4421629028,18.958,46.4
2661456129,2661456135,45.214,46.4
2661456129,2661456126,62.464,46.4
2661456135,2661456138,12.099,46.4
2661456135,2661456129,45.214,46.4
2661456138,2661456169,43.99,46.4
2661456138,2661456135,12.099,46.4
2661456139,2661456146,6.917,46.4
2661456139,2661456143,6.374,46.4
2661456143,2661456139,6.374,46.4
2661456143,2661456145,8.447,46.4
2661456145,2661456143,8.447,46.4
2661456145,2661456149,7.468,46.4
2661456146,4421616626,18.923,46.4
2661456146,2661456139,6.917,46.4
2661456149,2661456145,7.468,46.4
2661456149,2661456158,8.836,46.4
2661456158,2661456149,8.836,46.4
2661456158,4421616627,8.222,46.4
2661456163,4421616627,6.346,46.4
2661456163,2661456185,17.193,46.4
2661456169,2661456175,4.915,46.4
2661456169,2661456138,43.99,46.4
2661456171,2661456200,21.73,46.4
2661456171,4421616626,23.855,46.4
2661456175,2661456179,6.1,46.4
2661456175,2661456169,4.915,46.4
2661456179,2661456180,7.928,46.4
2661456179,2661456175,6.1,46.4
2661456180,2661456185,80.786,46.4
2661456180,2661456179,7.928,46.4
2661456185,2661456163,17.193,46.4
2661456185,2661456180,80.786,46.4
2661456200,2661456214,17.332,46.4
2661456200,2661456171,21.73,46.4
2661456214,2661456225,13.591,46.4
2661456214,2661456200,17.332,46.4
2661456225,2661456233,8.43,46.4
2661456225,2661456214,13.591,46.4
2661456233,2661456237,10.259,46.4
2661456233,2661456225,8.43,46.4
2661456237,2661456238,6.384,46.4
2661456237,2661456233,10.259,46.4
2661456238,2661456237,6.384,46.4
2661456238,4450508841,13.049,46.4
2661456239,2661456241,24.95,46.4
2661456239,4450508842,10.709,46.4
2661456241,2661456242,19.017,46.4
2661456241,2661456239,24.95,46.4
2661456242,2661456241,19.017,46.4
2661456242,2661456243,16.271,46.4
2661456243,4421593179,3.192,46.4
2661456243,2661456242,16.271,46.4
2661456244,2661456245,6.213,46.4
2661456244,4421593179,3.571,46.4
2661456245,2661456246,12.222,46.4
2661456245,2661456244,6.213,46.4
2661456246,2661456247,25.096,46.4
2661456246,2661456245,12.222,46.4
